"PassengerId","Survived","Pclass","Sex","Age","FamilySize","Embarked","Parch","SibSp","Name","Role"
156,"0",1,1,51,2,2,1,0,3,2
157,"1",3,2,16,1,3,0,0,4,7
158,"0",3,1,30,1,1,0,0,3,7
159,"0",3,1,28,1,1,0,0,3,7
160,"0",3,1,28,11,1,2,8,1,2
161,"0",3,1,44,2,1,1,0,3,2
162,"1",2,2,40,1,1,0,0,2,7
163,"0",3,1,26,1,1,0,0,3,7
164,"0",3,1,17,1,1,0,0,3,7
165,"0",3,1,1,6,1,1,4,1,4
166,"1",3,1,9,3,1,2,0,1,4
167,"1",1,2,28,2,1,1,0,2,1
168,"0",3,2,45,6,1,4,1,2,1
169,"0",1,1,28,1,1,0,0,3,7
170,"0",3,1,28,1,1,0,0,3,7
171,"0",1,1,61,1,1,0,0,3,7
172,"0",3,1,4,6,3,1,4,1,4
173,"1",3,2,1,3,1,1,1,4,3
174,"0",3,1,21,1,1,0,0,3,7
175,"0",1,1,56,1,2,0,0,3,7
176,"0",3,1,18,3,1,1,1,3,4
177,"0",3,1,28,5,1,1,3,1,2
178,"0",1,2,50,1,2,0,0,4,7
179,"0",2,1,30,1,1,0,0,3,7
180,"0",3,1,36,1,1,0,0,3,7
181,"0",3,2,28,11,1,2,8,4,1
182,"0",2,1,28,1,2,0,0,3,7
183,"0",3,1,9,7,1,2,4,1,4
184,"1",2,1,1,4,1,1,2,1,4
185,"1",3,2,4,3,1,2,0,4,3
186,"0",1,1,28,1,1,0,0,3,7
187,"1",3,2,28,2,3,0,1,2,6
188,"1",1,1,45,1,1,0,0,3,7
189,"0",3,1,40,3,3,1,1,3,2
190,"0",3,1,36,1,1,0,0,3,7
191,"1",2,2,32,1,1,0,0,2,7
192,"0",2,1,19,1,1,0,0,3,7
193,"1",3,2,19,2,1,0,1,4,6
194,"1",2,1,3,3,1,1,1,1,4
195,"1",1,2,44,1,2,0,0,2,7
196,"1",1,2,58,1,2,0,0,4,7
197,"0",3,1,28,1,3,0,0,3,7
198,"0",3,1,42,2,1,1,0,3,2
199,"1",3,2,28,1,3,0,0,4,7
200,"0",2,2,24,1,1,0,0,2,7
201,"0",3,1,28,1,1,0,0,3,7
202,"0",3,1,28,11,1,2,8,3,2
203,"0",3,1,34,1,1,0,0,3,7
204,"0",3,1,45.5,1,2,0,0,3,7
205,"1",3,1,18,1,1,0,0,3,7
206,"0",3,2,2,2,1,1,0,4,3
207,"0",3,1,32,2,1,0,1,3,5
208,"1",3,1,26,1,2,0,0,3,7
209,"1",3,2,16,1,3,0,0,4,7
210,"1",1,1,40,1,2,0,0,3,7
211,"0",3,1,24,1,1,0,0,3,7
212,"1",2,2,35,1,1,0,0,4,7
213,"0",3,1,22,1,1,0,0,3,7
214,"0",2,1,30,1,1,0,0,3,7
215,"0",3,1,28,2,3,0,1,3,5
216,"1",1,2,31,2,2,0,1,4,6
217,"1",3,2,27,1,1,0,0,4,7
218,"0",2,1,42,2,1,0,1,3,5
219,"1",1,2,32,1,2,0,0,4,7
220,"0",2,1,30,1,1,0,0,3,7
221,"1",3,1,16,1,1,0,0,3,7
222,"0",2,1,27,1,1,0,0,3,7
223,"0",3,1,51,1,1,0,0,3,7
224,"0",3,1,28,1,1,0,0,3,7
225,"1",1,1,38,2,1,0,1,3,5
226,"0",3,1,22,1,1,0,0,3,7
227,"1",2,1,19,1,1,0,0,3,7
228,"0",3,1,20.5,1,1,0,0,3,7
229,"0",2,1,18,1,1,0,0,3,7
230,"0",3,2,28,5,1,1,3,4,1
231,"1",1,2,35,2,1,0,1,2,6
232,"0",3,1,29,1,1,0,0,3,7
233,"0",2,1,59,1,1,0,0,3,7
234,"1",3,2,5,7,1,2,4,4,3
235,"0",2,1,24,1,1,0,0,3,7
236,"0",3,2,28,1,1,0,0,4,7
237,"0",2,1,44,2,1,0,1,3,5
238,"1",2,2,8,3,1,2,0,4,3
239,"0",2,1,19,1,1,0,0,3,7
240,"0",2,1,33,1,1,0,0,3,7
241,"0",3,2,28,2,2,0,1,4,6
242,"1",3,2,28,2,3,0,1,4,6
243,"0",2,1,29,1,1,0,0,3,7
244,"0",3,1,22,1,1,0,0,3,7
245,"0",3,1,30,1,2,0,0,3,7
246,"0",1,1,44,3,3,0,2,8,5
247,"0",3,2,25,1,1,0,0,4,7
248,"1",2,2,24,3,1,2,0,2,1
249,"1",1,1,37,3,1,1,1,3,2
250,"0",2,1,54,2,1,0,1,7,5
251,"0",3,1,28,1,1,0,0,3,7
252,"0",3,2,29,3,1,1,1,2,1
253,"0",1,1,62,1,1,0,0,3,7
254,"0",3,1,30,2,1,0,1,3,5
255,"0",3,2,41,3,1,2,0,2,1
256,"1",3,2,29,3,2,2,0,2,1
257,"1",1,2,28,1,2,0,0,2,7
258,"1",1,2,30,1,1,0,0,4,7
259,"1",1,2,35,1,2,0,0,4,7
260,"1",2,2,50,2,1,1,0,2,1
261,"0",3,1,28,1,3,0,0,3,7
262,"1",3,1,3,7,1,2,4,1,4
263,"0",1,1,52,3,1,1,1,3,2
264,"0",1,1,40,1,1,0,0,3,7
265,"0",3,2,28,1,3,0,0,4,7
266,"0",2,1,36,1,1,0,0,3,7
267,"0",3,1,16,6,1,1,4,3,4
268,"1",3,1,25,2,1,0,1,3,5
269,"1",1,2,58,2,1,1,0,2,1
270,"1",1,2,35,1,1,0,0,4,7
271,"0",1,1,28,1,1,0,0,3,7
272,"1",3,1,25,1,1,0,0,3,7
273,"1",2,2,41,2,1,1,0,2,1
274,"0",1,1,37,2,2,1,0,3,2
275,"1",3,2,28,1,3,0,0,4,7
276,"1",1,2,63,2,1,0,1,4,6
277,"0",3,2,45,1,1,0,0,4,7
278,"0",2,1,28,1,1,0,0,3,7
279,"0",3,1,7,6,3,1,4,1,4
280,"1",3,2,35,3,1,1,1,2,1
281,"0",3,1,65,1,3,0,0,3,7
282,"0",3,1,28,1,1,0,0,3,7
283,"0",3,1,16,1,1,0,0,3,7
284,"1",3,1,19,1,1,0,0,3,7
285,"0",1,1,28,1,1,0,0,3,7
286,"0",3,1,33,1,2,0,0,3,7
287,"1",3,1,30,1,1,0,0,3,7
288,"0",3,1,22,1,1,0,0,3,7
289,"1",2,1,42,1,1,0,0,3,7
290,"1",3,2,22,1,3,0,0,4,7
291,"1",1,2,26,1,1,0,0,4,7
292,"1",1,2,19,2,2,0,1,2,6
293,"0",2,1,36,1,2,0,0,3,7
294,"0",3,2,24,1,1,0,0,4,7
295,"0",3,1,24,1,1,0,0,3,7
296,"0",1,1,28,1,2,0,0,3,7
297,"0",3,1,23.5,1,2,0,0,3,7
298,"0",1,2,2,4,1,2,1,4,3
299,"1",1,1,28,1,1,0,0,3,7
300,"1",1,2,50,2,2,1,0,2,1
301,"1",3,2,28,1,3,0,0,4,7
302,"1",3,1,28,3,3,0,2,3,5
303,"0",3,1,19,1,1,0,0,3,7
304,"1",2,2,28,1,3,0,0,4,7
305,"0",3,1,28,1,1,0,0,3,7
306,"1",1,1,0.92,4,1,2,1,1,4
307,"1",1,2,28,1,2,0,0,4,7
308,"1",1,2,17,2,2,0,1,2,6
309,"0",2,1,30,2,2,0,1,3,5
310,"1",1,2,30,1,2,0,0,4,7
311,"1",1,2,24,1,2,0,0,4,7
312,"1",1,2,18,5,2,2,2,4,3
313,"0",2,2,26,3,1,1,1,2,1
314,"0",3,1,28,1,1,0,0,3,7
315,"0",2,1,43,3,1,1,1,3,2
316,"1",3,2,26,1,1,0,0,4,7
317,"1",2,2,24,2,1,0,1,2,6
318,"0",2,1,54,1,1,0,0,8,7
319,"1",1,2,31,3,1,2,0,4,1
320,"1",1,2,40,3,2,1,1,2,1
321,"0",3,1,22,1,1,0,0,3,7
322,"0",3,1,27,1,1,0,0,3,7
323,"1",2,2,30,1,3,0,0,4,7
324,"1",2,2,22,3,1,1,1,2,1
325,"0",3,1,28,11,1,2,8,3,2
326,"1",1,2,36,1,2,0,0,4,7
327,"0",3,1,61,1,1,0,0,3,7
328,"1",2,2,36,1,1,0,0,2,7
329,"1",3,2,31,3,1,1,1,2,1
330,"1",1,2,16,2,2,1,0,4,3
331,"1",3,2,28,3,3,0,2,4,6
332,"0",1,1,45.5,1,1,0,0,3,7
333,"0",1,1,38,2,1,1,0,3,2
334,"0",3,1,16,3,1,0,2,3,5
335,"1",1,2,28,2,1,0,1,2,6
336,"0",3,1,28,1,1,0,0,3,7
337,"0",1,1,29,2,1,0,1,3,5
338,"1",1,2,41,1,2,0,0,4,7
339,"1",3,1,45,1,1,0,0,3,7
340,"0",1,1,45,1,1,0,0,3,7
341,"1",2,1,2,3,1,1,1,1,4
342,"1",1,2,24,6,1,2,3,4,1
343,"0",2,1,28,1,1,0,0,3,7
344,"0",2,1,25,1,1,0,0,3,7
345,"0",2,1,36,1,1,0,0,3,7
346,"1",2,2,24,1,1,0,0,4,7
347,"1",2,2,40,1,1,0,0,4,7
348,"1",3,2,28,2,1,0,1,2,6
349,"1",3,1,3,3,1,1,1,1,4
350,"0",3,1,42,1,1,0,0,3,7
351,"0",3,1,23,1,1,0,0,3,7
352,"0",1,1,28,1,1,0,0,3,7
353,"0",3,1,15,3,2,1,1,3,4
354,"0",3,1,25,2,1,0,1,3,5
355,"0",3,1,28,1,2,0,0,3,7
356,"0",3,1,28,1,1,0,0,3,7
357,"1",1,2,22,2,1,1,0,4,1
358,"0",2,2,38,1,1,0,0,4,7
359,"1",3,2,28,1,3,0,0,4,7
360,"1",3,2,28,1,3,0,0,4,7
361,"0",3,1,40,6,1,4,1,3,2
362,"0",2,1,29,2,2,0,1,3,5
363,"0",3,2,45,2,2,1,0,2,1
364,"0",3,1,35,1,1,0,0,3,7
365,"0",3,1,28,2,3,0,1,3,5
366,"0",3,1,30,1,1,0,0,3,7
367,"1",1,2,60,2,2,0,1,2,6
368,"1",3,2,28,1,2,0,0,2,7
369,"1",3,2,28,1,3,0,0,4,7
370,"1",1,2,24,1,2,0,0,15,7
371,"1",1,1,25,2,2,0,1,3,5
372,"0",3,1,18,2,1,0,1,3,5
373,"0",3,1,19,1,1,0,0,3,7
374,"0",1,1,22,1,2,0,0,3,7
375,"0",3,2,3,5,1,1,3,4,3
376,"1",1,2,28,2,2,0,1,2,6
377,"1",3,2,22,1,1,0,0,4,7
378,"0",1,1,27,3,2,2,0,3,2
379,"0",3,1,20,1,2,0,0,3,7
380,"0",3,1,19,1,1,0,0,3,7
381,"1",1,2,42,1,2,0,0,4,7
382,"1",3,2,1,3,2,2,0,4,3
383,"0",3,1,32,1,1,0,0,3,7
384,"1",1,2,35,2,1,0,1,2,6
385,"0",3,1,28,1,1,0,0,3,7
386,"0",2,1,18,1,1,0,0,3,7
387,"0",3,1,1,8,1,2,5,1,4
388,"1",2,2,36,1,1,0,0,4,7
389,"0",3,1,28,1,3,0,0,3,7
390,"1",2,2,17,1,2,0,0,4,7
391,"1",1,1,36,4,1,2,1,3,2
392,"1",3,1,21,1,1,0,0,3,7
393,"0",3,1,28,3,1,0,2,3,5
394,"1",1,2,23,2,2,0,1,4,6
395,"1",3,2,24,3,1,2,0,2,1
396,"0",3,1,22,1,1,0,0,3,7
397,"0",3,2,31,1,1,0,0,4,7
398,"0",2,1,46,1,1,0,0,3,7
399,"0",2,1,23,1,1,0,0,8,7
400,"1",2,2,28,1,1,0,0,2,7
401,"1",3,1,39,1,1,0,0,3,7
402,"0",3,1,26,1,1,0,0,3,7
403,"0",3,2,21,2,1,0,1,4,6
404,"0",3,1,28,2,1,0,1,3,5
405,"0",3,2,20,1,1,0,0,4,7
406,"0",2,1,34,2,1,0,1,3,5
407,"0",3,1,51,1,1,0,0,3,7
408,"1",2,1,3,3,1,1,1,1,4
409,"0",3,1,21,1,1,0,0,3,7
410,"0",3,2,28,5,1,1,3,4,1
411,"0",3,1,28,1,1,0,0,3,7
412,"0",3,1,28,1,3,0,0,3,7
413,"1",1,2,33,2,3,0,1,4,6
414,"0",2,1,28,1,1,0,0,3,7
415,"1",3,1,44,1,1,0,0,3,7
416,"0",3,2,28,1,1,0,0,2,7
417,"1",2,2,34,3,1,1,1,2,1
418,"1",2,2,18,3,1,2,0,4,3
419,"0",2,1,30,1,1,0,0,3,7
420,"0",3,2,10,3,1,2,0,4,3
421,"0",3,1,28,1,2,0,0,3,7
422,"0",3,1,21,1,3,0,0,3,7
423,"0",3,1,29,1,1,0,0,3,7
424,"0",3,2,28,3,1,1,1,2,1
425,"0",3,1,18,3,1,1,1,3,4
426,"0",3,1,28,1,1,0,0,3,7
427,"1",2,2,28,2,1,0,1,2,6
428,"1",2,2,19,1,1,0,0,2,7
429,"0",3,1,28,1,3,0,0,3,7
430,"1",3,1,32,1,1,0,0,3,7
431,"1",1,1,28,1,1,0,0,3,7
432,"1",3,2,28,2,1,0,1,2,6
433,"1",2,2,42,2,1,0,1,2,6
434,"0",3,1,17,1,1,0,0,3,7
435,"0",1,1,50,2,1,0,1,3,5
436,"1",1,2,14,4,1,2,1,4,3
437,"0",3,2,21,5,1,2,2,4,1
438,"1",2,2,24,6,1,3,2,2,1
439,"0",1,1,64,6,1,4,1,3,2
440,"0",2,1,31,1,1,0,0,3,7
441,"1",2,2,45,3,1,1,1,2,1
442,"0",3,1,20,1,1,0,0,3,7
443,"0",3,1,25,2,1,0,1,3,5
444,"1",2,2,28,1,1,0,0,13,7
445,"1",3,1,28,1,1,0,0,3,7
446,"1",1,1,4,3,1,2,0,1,4
447,"1",2,2,13,2,1,1,0,4,3
448,"1",1,1,34,1,1,0,0,3,7
449,"1",3,2,5,4,2,1,2,4,3
450,"1",1,1,52,1,1,0,0,10,7
451,"0",2,1,36,4,1,2,1,3,2
452,"0",3,1,28,2,1,0,1,3,5
453,"0",1,1,30,1,2,0,0,3,7
454,"1",1,1,49,2,2,0,1,3,5
455,"0",3,1,28,1,1,0,0,3,7
456,"1",3,1,29,1,2,0,0,3,7
457,"0",1,1,65,1,1,0,0,3,7
458,"1",1,2,28,2,1,0,1,2,6
459,"1",2,2,50,1,1,0,0,4,7
460,"0",3,1,28,1,3,0,0,3,7
461,"1",1,1,48,1,1,0,0,3,7
462,"0",3,1,34,1,1,0,0,3,7
463,"0",1,1,47,1,1,0,0,3,7
464,"0",2,1,48,1,1,0,0,3,7
465,"0",3,1,28,1,1,0,0,3,7
466,"0",3,1,38,1,1,0,0,3,7
467,"0",2,1,28,1,1,0,0,3,7
468,"0",1,1,56,1,1,0,0,3,7
469,"0",3,1,28,1,3,0,0,3,7
470,"1",3,2,0.75,4,2,1,2,4,3
471,"0",3,1,28,1,1,0,0,3,7
472,"0",3,1,38,1,1,0,0,3,7
473,"1",2,2,33,4,1,2,1,2,1
474,"1",2,2,23,1,2,0,0,2,7
475,"0",3,2,22,1,1,0,0,4,7
476,"0",1,1,28,1,1,0,0,3,7
477,"0",2,1,34,2,1,0,1,3,5
478,"0",3,1,29,2,1,0,1,3,5
479,"0",3,1,22,1,1,0,0,3,7
480,"1",3,2,2,2,1,1,0,4,3
481,"0",3,1,9,8,1,2,5,1,4
482,"0",2,1,28,1,1,0,0,3,7
483,"0",3,1,50,1,1,0,0,3,7
484,"1",3,2,63,1,1,0,0,2,7
485,"1",1,1,25,2,2,0,1,3,5
486,"0",3,2,28,5,1,1,3,4,1
487,"1",1,2,35,2,1,0,1,2,6
488,"0",1,1,58,1,2,0,0,3,7
489,"0",3,1,30,1,1,0,0,3,7
490,"1",3,1,9,3,1,1,1,1,4
491,"0",3,1,28,2,1,0,1,3,5
492,"0",3,1,21,1,1,0,0,3,7
493,"0",1,1,55,1,1,0,0,3,7
494,"0",1,1,71,1,2,0,0,3,7
495,"0",3,1,21,1,1,0,0,3,7
496,"0",3,1,28,1,2,0,0,3,7
497,"1",1,2,54,2,2,0,1,4,6
498,"0",3,1,28,1,1,0,0,3,7
499,"0",1,2,25,4,1,2,1,2,1
500,"0",3,1,24,1,1,0,0,3,7
501,"0",3,1,17,1,1,0,0,3,7
502,"0",3,2,21,1,3,0,0,4,7
503,"0",3,2,28,1,3,0,0,4,7
504,"0",3,2,37,1,1,0,0,4,7
505,"1",1,2,16,1,1,0,0,4,7
506,"0",1,1,18,2,2,0,1,3,5
507,"1",2,2,33,3,1,2,0,2,1
508,"1",1,1,28,1,1,0,0,3,7
509,"0",3,1,28,1,1,0,0,3,7
510,"1",3,1,26,1,1,0,0,3,7
511,"1",3,1,29,1,3,0,0,3,7
512,"0",3,1,28,1,1,0,0,3,7
513,"1",1,1,36,1,1,0,0,3,7
514,"1",1,2,54,2,2,0,1,2,6
515,"0",3,1,24,1,1,0,0,3,7
516,"0",1,1,47,1,1,0,0,3,7
517,"1",2,2,34,1,1,0,0,2,7
518,"0",3,1,28,1,3,0,0,3,7
519,"1",2,2,36,2,1,0,1,2,6
520,"0",3,1,32,1,1,0,0,3,7
521,"1",1,2,30,1,1,0,0,4,7
522,"0",3,1,22,1,1,0,0,3,7
523,"0",3,1,28,1,2,0,0,3,7
524,"1",1,2,44,2,2,1,0,2,1
525,"0",3,1,28,1,2,0,0,3,7
526,"0",3,1,40.5,1,3,0,0,3,7
527,"1",2,2,50,1,1,0,0,4,7
528,"0",1,1,28,1,1,0,0,3,7
529,"0",3,1,39,1,1,0,0,3,7
530,"0",2,1,23,4,1,1,2,3,2
531,"1",2,2,2,3,1,1,1,4,3
532,"0",3,1,28,1,2,0,0,3,7
533,"0",3,1,17,3,2,1,1,3,4
534,"1",3,2,28,3,2,2,0,2,1
535,"0",3,2,30,1,1,0,0,4,7
536,"1",2,2,7,3,1,2,0,4,3
537,"0",1,1,45,1,1,0,0,10,7
538,"1",1,2,30,1,2,0,0,4,7
539,"0",3,1,28,1,1,0,0,3,7
540,"1",1,2,22,3,2,2,0,4,1
541,"1",1,2,36,3,1,2,0,4,1
542,"0",3,2,9,7,1,2,4,4,3
543,"0",3,2,11,7,1,2,4,4,3
544,"1",2,1,32,2,1,0,1,3,5
545,"0",1,1,50,2,2,0,1,3,5
546,"0",1,1,64,1,1,0,0,3,7
547,"1",2,2,19,2,1,0,1,2,6
548,"1",2,1,28,1,2,0,0,3,7
549,"0",3,1,33,3,1,1,1,3,2
550,"1",2,1,8,3,1,1,1,1,4
551,"1",1,1,17,3,2,2,0,3,4
552,"0",2,1,27,1,1,0,0,3,7
553,"0",3,1,28,1,3,0,0,3,7
554,"1",3,1,22,1,2,0,0,3,7
555,"1",3,2,22,1,1,0,0,4,7
556,"0",1,1,62,1,1,0,0,3,7
557,"1",1,2,48,2,2,0,1,2,6
558,"0",1,1,28,1,2,0,0,3,7
559,"1",1,2,39,3,1,1,1,2,1
560,"1",3,2,36,2,1,0,1,2,6
561,"0",3,1,28,1,3,0,0,3,7
562,"0",3,1,40,1,1,0,0,3,7
563,"0",2,1,28,1,1,0,0,3,7
564,"0",3,1,28,1,1,0,0,3,7
565,"0",3,2,28,1,1,0,0,4,7
566,"0",3,1,24,3,1,0,2,3,5
567,"0",3,1,19,1,1,0,0,3,7
568,"0",3,2,29,5,1,4,0,2,1
569,"0",3,1,28,1,2,0,0,3,7
570,"1",3,1,32,1,1,0,0,3,7
571,"1",2,1,62,1,1,0,0,3,7
572,"1",1,2,53,3,1,0,2,2,6
573,"1",1,1,36,1,1,0,0,3,7
574,"1",3,2,28,1,3,0,0,4,7
575,"0",3,1,16,1,1,0,0,3,7
576,"0",3,1,19,1,1,0,0,3,7
577,"1",2,2,34,1,1,0,0,4,7
578,"1",1,2,39,2,1,0,1,2,6
579,"0",3,2,28,2,2,0,1,2,6
580,"1",3,1,32,1,1,0,0,3,7
581,"1",2,2,25,3,1,1,1,4,1
582,"1",1,2,39,3,2,1,1,2,1
583,"0",2,1,54,1,1,0,0,3,7
584,"0",1,1,36,1,2,0,0,3,7
585,"0",3,1,28,1,2,0,0,3,7
586,"1",1,2,18,3,1,2,0,4,3
587,"0",2,1,47,1,1,0,0,3,7
588,"1",1,1,60,3,2,1,1,3,2
589,"0",3,1,22,1,1,0,0,3,7
590,"0",3,1,28,1,1,0,0,3,7
591,"0",3,1,35,1,1,0,0,3,7
592,"1",1,2,52,2,2,0,1,2,6
593,"0",3,1,47,1,1,0,0,3,7
594,"0",3,2,28,3,3,2,0,4,1
595,"0",2,1,37,2,1,0,1,3,5
596,"0",3,1,36,3,1,1,1,3,2
597,"1",2,2,28,1,1,0,0,4,7
598,"0",3,1,49,1,1,0,0,3,7
599,"0",3,1,28,1,2,0,0,3,7
600,"1",1,1,49,2,2,0,1,3,5
601,"1",2,2,24,4,1,1,2,2,1
602,"0",3,1,28,1,1,0,0,3,7
