"PassengerId","Survived","Pclass","Sex","Age","FamilySize","Embarked","Parch","SibSp","Name","Role"
933,"0",1,1,28,1,1,0,0,3,7
934,"0",3,1,41,1,1,0,0,3,7
935,"1",2,2,30,1,1,0,0,2,7
936,"1",1,2,45,2,1,0,1,2,6
937,"0",3,1,25,1,1,0,0,3,7
938,"0",1,1,45,1,2,0,0,3,7
939,"0",3,1,28,1,3,0,0,3,7
940,"1",1,2,60,1,2,0,0,2,7
941,"1",3,2,36,3,1,2,0,2,1
942,"0",1,1,24,2,1,0,1,3,5
943,"0",2,1,27,1,2,0,0,3,7
944,"1",2,2,20,4,1,1,2,4,6
945,"1",1,2,28,6,1,2,3,4,1
946,"0",2,1,28,1,2,0,0,3,7
947,"0",3,1,10,6,3,1,4,1,4
948,"0",3,1,35,1,1,0,0,3,7
949,"0",3,1,25,1,1,0,0,3,7
950,"0",3,1,28,2,1,0,1,3,5
951,"1",1,2,36,1,2,0,0,4,7
952,"0",3,1,17,1,1,0,0,3,7
953,"0",2,1,32,1,1,0,0,3,7
954,"0",3,1,18,1,1,0,0,3,7
955,"1",3,2,22,1,3,0,0,4,7
956,"1",1,1,13,5,2,2,2,1,4
957,"1",2,2,28,1,1,0,0,2,7
958,"1",3,2,18,1,3,0,0,4,7
959,"0",1,1,47,1,1,0,0,3,7
960,"0",1,1,31,1,2,0,0,3,7
961,"1",1,2,60,6,1,4,1,2,1
962,"1",3,2,24,1,3,0,0,4,7
963,"0",3,1,21,1,1,0,0,3,7
964,"1",3,2,29,1,1,0,0,4,7
965,"0",1,1,28.5,1,2,0,0,3,7
966,"1",1,2,35,1,2,0,0,4,7
967,"0",1,1,32.5,1,2,0,0,3,7
968,"0",3,1,28,1,1,0,0,3,7
969,"1",1,2,55,3,1,0,2,2,6
970,"0",2,1,30,1,1,0,0,3,7
971,"1",3,2,24,1,3,0,0,4,7
972,"1",3,1,6,3,2,1,1,1,4
973,"0",1,1,67,2,1,0,1,3,5
974,"0",1,1,49,1,1,0,0,3,7
975,"0",3,1,28,1,1,0,0,3,7
976,"0",2,1,28,1,3,0,0,3,7
977,"0",3,1,28,2,2,0,1,3,5
978,"1",3,2,27,1,3,0,0,4,7
979,"1",3,2,18,1,1,0,0,4,7
980,"1",3,2,28,1,3,0,0,6,7
981,"1",2,1,2,3,1,1,1,1,4
982,"1",3,2,22,2,1,0,1,2,6
983,"0",3,1,28,1,1,0,0,3,7
984,"1",1,2,27,4,1,2,1,2,1
985,"0",3,1,28,1,1,0,0,3,7
986,"0",1,1,25,1,2,0,0,3,7
987,"0",3,1,25,1,1,0,0,3,7
988,"1",1,2,76,2,1,0,1,2,6
989,"0",3,1,29,1,1,0,0,3,7
990,"1",3,2,20,1,1,0,0,4,7
991,"0",3,1,33,1,1,0,0,3,7
992,"1",1,2,43,2,2,0,1,2,6
993,"0",2,1,27,2,1,0,1,3,5
994,"0",3,1,28,1,3,0,0,3,7
995,"0",3,1,26,1,1,0,0,3,7
996,"1",3,2,16,3,2,1,1,2,3
997,"0",3,1,28,1,1,0,0,3,7
998,"0",3,1,21,1,3,0,0,3,7
999,"0",3,1,28,1,3,0,0,3,7
1000,"0",3,1,28,1,1,0,0,3,7
1001,"0",2,1,18.5,1,1,0,0,3,7
1002,"0",2,1,41,1,2,0,0,3,7
1003,"1",3,2,28,1,3,0,0,4,7
1004,"1",1,2,36,1,2,0,0,4,7
1005,"1",3,2,18.5,1,3,0,0,4,7
1006,"1",1,2,63,2,1,0,1,2,6
1007,"0",3,1,18,2,2,0,1,3,5
1008,"0",3,1,28,1,2,0,0,3,7
1009,"1",3,2,1,3,1,1,1,4,3
1010,"0",1,1,36,1,2,0,0,3,7
1011,"1",2,2,29,2,1,0,1,2,6
1012,"1",2,2,12,1,1,0,0,4,7
1013,"0",3,1,28,2,3,0,1,3,5
1014,"1",1,2,35,2,2,0,1,2,6
1015,"0",3,1,28,1,1,0,0,3,7
1016,"0",3,1,28,1,3,0,0,3,7
1017,"0",3,2,17,2,1,1,0,4,3
1018,"0",3,1,22,1,1,0,0,3,7
1019,"1",3,2,28,3,3,0,2,4,6
1020,"0",2,1,42,1,1,0,0,3,7
1021,"0",3,1,24,1,1,0,0,3,7
1022,"0",3,1,32,1,1,0,0,3,7
1023,"0",1,1,53,1,2,0,0,9,7
1024,"0",3,2,28,5,1,4,0,2,1
1025,"0",3,1,28,2,2,0,1,3,5
1026,"0",3,1,43,1,1,0,0,3,7
1027,"0",3,1,24,1,1,0,0,3,7
1028,"0",3,1,26.5,1,2,0,0,3,7
1029,"0",2,1,26,1,1,0,0,3,7
1030,"1",3,2,23,1,1,0,0,4,7
1031,"0",3,1,40,8,1,6,1,3,2
1032,"0",3,2,10,8,1,2,5,4,3
1033,"1",1,2,33,1,1,0,0,4,7
1034,"0",1,1,61,5,2,3,1,3,2
1035,"0",2,1,28,1,1,0,0,3,7
1036,"0",1,1,42,1,1,0,0,3,7
1037,"0",3,1,31,4,1,0,3,3,5
1038,"0",1,1,28,1,1,0,0,3,7
1039,"0",3,1,22,1,1,0,0,3,7
1040,"0",1,1,28,1,1,0,0,3,7
1041,"0",2,1,30,3,1,1,1,7,2
1042,"1",1,2,23,2,2,1,0,2,1
1043,"0",3,1,28,1,2,0,0,3,7
1044,"0",3,1,60.5,1,1,0,0,3,7
1045,"1",3,2,36,3,1,2,0,2,1
1046,"0",3,1,13,7,1,2,4,1,4
1047,"0",3,1,24,1,1,0,0,3,7
1048,"1",1,2,29,1,1,0,0,4,7
1049,"1",3,2,23,1,1,0,0,4,7
1050,"0",1,1,42,1,1,0,0,3,7
1051,"1",3,2,26,3,1,2,0,2,1
1052,"1",3,2,28,1,3,0,0,4,7
1053,"1",3,1,7,3,2,1,1,1,4
1054,"1",2,2,26,1,1,0,0,4,7
1055,"0",3,1,28,1,1,0,0,3,7
1056,"0",2,1,41,1,1,0,0,7,7
1057,"0",3,2,26,3,1,1,1,2,1
1058,"0",1,1,48,1,2,0,0,3,7
1059,"0",3,1,18,5,1,2,2,3,4
1060,"1",1,2,28,1,2,0,0,2,7
1061,"1",3,2,22,1,1,0,0,4,7
1062,"0",3,1,28,1,1,0,0,3,7
1063,"0",3,1,27,1,2,0,0,3,7
1064,"0",3,1,23,2,1,0,1,3,5
1065,"0",3,1,28,1,2,0,0,3,7
1066,"0",3,1,40,7,1,5,1,3,2
1067,"1",2,2,15,3,1,2,0,4,3
1068,"1",2,2,20,1,1,0,0,4,7
1069,"0",1,1,54,2,2,0,1,3,5
1070,"1",2,2,36,4,1,3,0,2,1
1071,"1",1,2,64,3,2,2,0,2,1
1072,"0",2,1,30,1,1,0,0,3,7
1073,"0",1,1,37,3,2,1,1,3,2
1074,"1",1,2,18,2,1,0,1,2,6
1075,"0",3,1,28,1,3,0,0,3,7
1076,"1",1,2,27,3,2,1,1,2,1
1077,"0",2,1,40,1,1,0,0,3,7
1078,"1",2,2,21,2,1,1,0,4,1
1079,"0",3,1,17,3,1,0,2,3,5
1080,"0",3,2,28,11,1,2,8,4,1
1081,"0",2,1,40,1,1,0,0,3,7
1082,"0",2,1,34,2,1,0,1,3,5
1083,"0",1,1,28,1,1,0,0,3,7
1084,"1",3,1,11.5,3,1,1,1,1,4
1085,"0",2,1,61,1,3,0,0,3,7
1086,"1",2,1,8,3,1,2,0,1,4
1087,"0",3,1,33,1,1,0,0,3,7
1088,"1",1,1,6,3,2,2,0,1,4
1089,"1",3,2,18,1,1,0,0,4,7
1090,"0",2,1,23,1,1,0,0,3,7
1091,"1",3,2,28,1,1,0,0,2,7
1092,"1",3,2,28,1,3,0,0,4,7
1093,"1",3,1,0.33,3,1,2,0,1,4
1094,"0",1,1,47,2,2,0,1,9,5
1095,"1",2,2,8,3,1,1,1,4,3
1096,"0",2,1,25,1,1,0,0,3,7
1097,"0",1,1,28,1,2,0,0,3,7
1098,"1",3,2,35,1,3,0,0,4,7
1099,"0",2,1,24,1,1,0,0,3,7
1100,"1",1,2,33,1,2,0,0,4,7
1101,"0",3,1,25,1,1,0,0,3,7
1102,"0",3,1,32,1,1,0,0,3,7
1103,"0",3,1,28,1,1,0,0,3,7
1104,"0",2,1,17,1,1,0,0,3,7
1105,"1",2,2,60,2,1,0,1,2,6
1106,"0",3,2,38,7,1,2,4,4,1
1107,"0",1,1,42,1,1,0,0,3,7
1108,"1",3,2,28,1,3,0,0,4,7
1109,"0",1,1,57,3,1,1,1,3,2
1110,"1",1,2,50,3,2,1,1,2,1
1111,"0",3,1,28,1,1,0,0,3,7
1112,"1",2,2,30,2,2,0,1,4,6
1113,"0",3,1,21,1,1,0,0,3,7
1114,"1",2,2,22,1,1,0,0,2,7
1115,"0",3,1,21,1,1,0,0,3,7
1116,"1",1,2,53,1,2,0,0,2,7
1117,"1",3,2,28,3,2,2,0,2,1
1118,"0",3,1,23,1,1,0,0,3,7
1119,"1",3,2,28,1,3,0,0,4,7
1120,"0",3,1,40.5,1,1,0,0,3,7
1121,"0",2,1,36,1,1,0,0,3,7
1122,"0",2,1,14,1,1,0,0,3,7
1123,"1",1,2,21,1,1,0,0,4,7
1124,"0",3,1,21,2,1,0,1,3,5
1125,"0",3,1,28,1,3,0,0,3,7
1126,"0",1,1,39,2,2,0,1,3,5
1127,"0",3,1,20,1,1,0,0,3,7
1128,"0",1,1,64,2,2,0,1,3,5
1129,"0",3,1,20,1,2,0,0,3,7
1130,"1",2,2,18,3,1,1,1,4,3
1131,"1",1,2,48,2,2,0,1,2,6
1132,"1",1,2,55,1,2,0,0,2,7
1133,"1",2,2,45,3,1,2,0,2,1
1134,"0",1,1,45,3,2,1,1,3,2
1135,"0",3,1,28,1,1,0,0,3,7
1136,"1",3,1,28,4,1,2,1,1,2
1137,"0",1,1,41,2,1,0,1,3,5
1138,"1",2,2,22,1,1,0,0,2,7
1139,"0",2,1,42,3,1,1,1,3,2
1140,"1",2,2,29,2,1,0,1,2,6
1141,"1",3,2,28,2,2,0,1,2,6
1142,"1",2,2,0.92,4,1,2,1,4,3
1143,"0",3,1,20,1,1,0,0,3,7
1144,"0",1,1,27,2,2,0,1,3,5
1145,"0",3,1,24,1,1,0,0,3,7
1146,"0",3,1,32.5,1,1,0,0,3,7
1147,"0",3,1,28,1,1,0,0,3,7
1148,"0",3,1,28,1,3,0,0,3,7
1149,"0",3,1,28,1,1,0,0,3,7
1150,"1",2,2,19,1,1,0,0,4,7
1151,"0",3,1,21,1,1,0,0,3,7
1152,"0",3,1,36.5,2,1,0,1,3,5
1153,"0",3,1,21,1,1,0,0,3,7
1154,"1",2,2,29,3,1,2,0,2,1
1155,"1",3,2,1,3,1,1,1,4,3
1156,"0",2,1,30,1,2,0,0,3,7
1157,"0",3,1,28,1,1,0,0,3,7
1158,"0",1,1,28,1,1,0,0,3,7
1159,"0",3,1,28,1,1,0,0,3,7
1160,"1",3,2,28,1,1,0,0,4,7
1161,"0",3,1,17,1,1,0,0,3,7
1162,"0",1,1,46,1,2,0,0,3,7
1163,"0",3,1,28,1,3,0,0,3,7
1164,"1",1,2,26,2,2,0,1,2,6
1165,"1",3,2,28,2,3,0,1,4,6
1166,"0",3,1,28,1,2,0,0,3,7
1167,"1",2,2,20,2,1,0,1,4,6
1168,"0",2,1,28,1,1,0,0,3,7
1169,"0",2,1,40,2,1,0,1,3,5
1170,"0",2,1,30,2,1,0,1,3,5
1171,"0",2,1,22,1,1,0,0,3,7
1172,"1",3,2,23,1,1,0,0,4,7
1173,"1",3,1,0.75,3,1,1,1,1,4
1174,"1",3,2,28,1,3,0,0,4,7
1175,"0",3,2,9,3,2,1,1,4,3
1176,"1",3,2,2,3,1,1,1,4,3
1177,"0",3,1,36,1,1,0,0,3,7
1178,"0",3,1,28,1,1,0,0,3,7
1179,"0",1,1,24,2,1,0,1,3,5
1180,"0",3,1,28,1,2,0,0,3,7
1181,"0",3,1,28,1,1,0,0,3,7
1182,"0",1,1,28,1,1,0,0,3,7
1183,"1",3,2,30,1,3,0,0,4,7
1184,"0",3,1,28,1,2,0,0,3,7
1185,"0",1,1,53,3,1,1,1,8,2
1186,"0",3,1,36,1,1,0,0,3,7
1187,"0",3,1,26,1,1,0,0,3,7
1188,"1",2,2,1,4,2,2,1,4,3
1189,"0",3,1,28,3,2,0,2,3,5
1190,"0",1,1,30,1,1,0,0,3,7
1191,"0",3,1,29,1,1,0,0,3,7
1192,"0",3,1,32,1,1,0,0,3,7
1193,"0",2,1,28,1,2,0,0,3,7
1194,"0",2,1,43,2,1,1,0,3,2
1195,"0",3,1,24,1,1,0,0,3,7
1196,"1",3,2,28,1,3,0,0,4,7
1197,"1",1,2,64,3,1,1,1,2,1
1198,"0",1,1,30,4,1,2,1,3,2
1199,"1",3,1,0.83,2,1,1,0,1,4
1200,"0",1,1,55,3,1,1,1,3,2
1201,"0",3,2,45,2,1,0,1,2,6
1202,"0",3,1,18,1,1,0,0,3,7
1203,"0",3,1,22,1,2,0,0,3,7
1204,"0",3,1,28,1,1,0,0,3,7
1205,"1",3,2,37,1,3,0,0,4,7
1206,"1",1,2,55,1,2,0,0,2,7
1207,"1",3,2,17,1,3,0,0,4,7
1208,"0",1,1,57,2,2,0,1,3,5
1209,"0",2,1,19,1,1,0,0,3,7
1210,"0",3,1,27,1,1,0,0,3,7
1211,"0",2,1,22,3,1,0,2,3,5
1212,"0",3,1,26,1,1,0,0,3,7
1213,"0",3,1,25,1,2,0,0,3,7
1214,"0",2,1,26,1,1,0,0,3,7
1215,"0",1,1,33,1,1,0,0,3,7
1216,"1",1,2,39,1,1,0,0,4,7
1217,"0",3,1,23,1,1,0,0,3,7
1218,"1",2,2,12,4,1,1,2,4,3
1219,"0",1,1,46,1,2,0,0,3,7
1220,"0",2,1,29,2,1,0,1,3,5
1221,"0",2,1,21,1,1,0,0,3,7
1222,"1",2,2,48,3,1,2,0,2,1
1223,"0",1,1,39,1,2,0,0,3,7
1224,"0",3,1,28,1,2,0,0,3,7
1225,"1",3,2,19,3,2,1,1,2,3
1226,"0",3,1,27,1,1,0,0,3,7
1227,"0",1,1,30,1,1,0,0,3,7
1228,"0",2,1,32,1,1,0,0,3,7
1229,"0",3,1,39,3,2,2,0,3,2
1230,"0",2,1,25,1,1,0,0,3,7
1231,"1",3,1,28,1,2,0,0,1,7
1232,"0",2,1,18,1,1,0,0,3,7
1233,"0",3,1,32,1,1,0,0,3,7
1234,"0",3,1,28,11,1,9,1,3,2
1235,"1",1,2,58,2,2,1,0,2,1
1236,"1",3,1,28,3,1,1,1,1,2
1237,"1",3,2,16,1,1,0,0,4,7
1238,"0",2,1,26,1,1,0,0,3,7
1239,"1",3,2,38,1,2,0,0,2,7
1240,"0",2,1,24,1,1,0,0,3,7
1241,"1",2,2,31,1,1,0,0,4,7
1242,"1",1,2,45,2,2,1,0,2,1
1243,"0",2,1,25,1,1,0,0,3,7
1244,"0",2,1,18,1,1,0,0,3,7
1245,"0",2,1,49,4,1,2,1,3,2
1246,"1",3,2,0.17,4,1,2,1,4,3
1247,"0",1,1,50,1,1,0,0,3,7
1248,"1",1,2,59,3,1,0,2,2,6
1249,"0",3,1,28,1,1,0,0,3,7
1250,"0",3,1,28,1,3,0,0,3,7
1251,"1",3,2,30,2,1,0,1,2,6
1252,"0",3,1,14.5,11,1,2,8,1,4
1253,"1",2,2,24,3,2,1,1,2,1
1254,"1",2,2,31,1,1,0,0,2,7
1255,"0",3,1,27,1,1,0,0,3,7
1256,"1",1,2,25,2,2,0,1,2,6
1257,"0",3,2,28,11,1,9,1,2,1
1258,"0",3,1,28,2,2,0,1,3,5
1259,"1",3,2,22,1,1,0,0,4,7
1260,"1",1,2,45,2,2,1,0,2,1
1261,"0",2,1,29,1,2,0,0,3,7
1262,"0",2,1,21,2,1,0,1,3,5
1263,"1",1,2,31,1,2,0,0,4,7
1264,"0",1,1,49,1,1,0,0,3,7
1265,"0",2,1,44,1,1,0,0,3,7
1266,"1",1,2,54,3,1,1,1,2,1
1267,"1",1,2,45,1,2,0,0,4,7
1268,"0",3,2,22,3,1,0,2,4,6
1269,"0",2,1,21,1,1,0,0,3,7
1270,"0",1,1,55,1,1,0,0,3,7
1271,"0",3,1,5,7,1,2,4,1,4
1272,"0",3,1,28,1,3,0,0,3,7
1273,"0",3,1,26,1,3,0,0,3,7
1274,"1",3,2,28,1,1,0,0,2,7
1275,"1",3,2,19,2,1,0,1,2,6
1276,"0",2,1,28,1,1,0,0,3,7
1277,"1",2,2,24,4,1,2,1,4,1
1278,"0",3,1,24,1,1,0,0,3,7
1279,"0",2,1,57,1,1,0,0,3,7
1280,"0",3,1,21,1,3,0,0,3,7
1281,"0",3,1,6,5,1,1,3,1,4
1282,"0",1,1,23,1,1,0,0,3,7
1283,"1",1,2,51,2,1,1,0,2,1
1284,"1",3,1,13,3,1,2,0,1,4
1285,"0",2,1,47,1,1,0,0,3,7
1286,"0",3,1,29,5,1,1,3,3,2
1287,"1",1,2,18,2,1,0,1,2,6
1288,"0",3,1,24,1,3,0,0,3,7
1289,"1",1,2,48,3,2,1,1,2,1
1290,"0",3,1,22,1,1,0,0,3,7
1291,"0",3,1,31,1,3,0,0,3,7
1292,"1",1,2,30,1,1,0,0,4,7
1293,"0",2,1,38,2,1,0,1,3,5
1294,"1",1,2,22,2,2,1,0,4,1
1295,"0",1,1,17,1,1,0,0,3,7
1296,"0",1,1,43,2,2,0,1,3,5
1297,"0",2,1,20,1,2,0,0,3,7
1298,"0",2,1,23,2,1,0,1,3,5
1299,"0",1,1,50,3,2,1,1,3,2
1300,"1",3,2,28,1,3,0,0,4,7
1301,"1",3,2,3,3,1,1,1,4,3
1302,"1",3,2,28,1,3,0,0,4,7
1303,"1",1,2,37,2,3,0,1,2,6
1304,"1",3,2,28,1,1,0,0,4,7
1305,"0",3,1,28,1,1,0,0,3,7
1306,"1",1,2,39,1,2,0,0,5,7
1307,"0",3,1,38.5,1,1,0,0,3,7
1308,"0",3,1,28,1,1,0,0,3,7
1309,"1",3,1,28,3,2,1,1,1,2
